의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2115183,21,공익신고자 보호법 일부개정법률안,이정문의원 등 12인,이정문,"김병기,김진표,김철민,문진석,민형배,박상혁,서영석,신동근,이광재,이성만,이탄희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2I2T0K3T2G5G1V6C1O3W0E1N9P5A8&ageFrom=21&ageTo=21,정무위원회,2022-04-11,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2I2T0K3T2G5G1V6C1O3W0E1N9P5A8
2115182,21,대리점거래의 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,이정문,"김병기,김철민,문진석,민형배,박상혁,박완주,서영석,신동근,이광재,이성만,이탄희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2I2D0J3Q2T5L1Z6V1K1M4X8M0N5S7&ageFrom=21&ageTo=21,정무위원회,2022-04-11,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2I2D0J3Q2T5L1Z6V1K1M4X8M0N5S7
2115181,21,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,이정문,"김병기,김철민,문진석,민형배,박상혁,박완주,서영석,신동근,이광재,이성만,이탄희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2H2W0J3H2H5C1L6P1F1X2G4Y4B4F3&ageFrom=21&ageTo=21,정무위원회,2022-04-11,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2H2W0J3H2H5C1L6P1F1X2G4Y4B4F3
2115180,21,가맹사업거래의 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,이정문,"김병기,김철민,문진석,민형배,박상혁,박완주,서영석,신동근,이광재,이성만,이탄희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2B2U0J3H2D5M1K6Z1N4J3T5X5N1G0&ageFrom=21&ageTo=21,정무위원회,2022-04-11,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2B2U0J3H2D5M1K6Z1N4J3T5X5N1G0
2115179,21,형사소송법 일부개정법률안,김남국의원 등 19인,김남국,"강민정,강훈식,김승원,김영배,김용민,민형배,박상혁,박성준,박영순,박찬대,유정주,윤영덕,장경태,최강욱,최혜영,한준호,홍정민,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2K2C0N4G0H7U1L2A0Z4D1R2O5P5R5&ageFrom=21&ageTo=21,법제사법위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2K2C0N4G0H7U1L2A0Z4D1R2O5P5R5
2115178,21,군사법원법 일부개정법률안,김남국의원 등 20인,김남국,"강민정,강훈식,김승원,김영배,김용민,민형배,박상혁,박성준,박영순,박찬대,서영석,유정주,윤영덕,장경태,최강욱,최혜영,한준호,홍정민,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2P2Y0P4V0Y7M1R2Z0L5R3K6R6Z7I0&ageFrom=21&ageTo=21,법제사법위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2P2Y0P4V0Y7M1R2Z0L5R3K6R6Z7I0
2115177,21,공직선거법 일부개정법률안,김석기의원 등 14인,김석기,"구자근,김미애,김병욱,김정재,박성중,박진,정진석,조명희,조은희,지성호,추경호,태영호,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2B2M0W4J0C6R0N9F5D7M1E0S8S0I1&ageFrom=21&ageTo=21,정치개혁 특별위원회,2022-04-08,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2B2M0W4J0C6R0N9F5D7M1E0S8S0I1
2115176,21,조세특례제한법 일부개정법률안,김상훈의원 등 11인,김상훈,"김선교,김희곤,박대수,송언석,이종배,지성호,최승재,추경호,한무경,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2H2D0X4N0F8A1F5L1U2B0Q1S9S5W1&ageFrom=21&ageTo=21,기획재정위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2H2D0X4N0F8A1F5L1U2B0Q1S9S5W1
2115175,21,공직선거법 일부개정법률안,구자근의원 등 10인,구자근,"권명호,김석기,김선교,김예지,김용판,김태흠,김희곤,이명수,정우택",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2C1Y0Y9Q1K4V1B6R2L3O2Q4K3Y2Y0&ageFrom=21&ageTo=21,행정안전위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2C1Y0Y9Q1K4V1B6R2L3O2Q4K3Y2Y0
2115174,21,대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,김정재의원 등 10인,김정재,"권명호,김병욱,김석기,박대수,송언석,양금희,이철규,정우택,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2A2E0S4I0F5Z1D4P3J9B3W0V8G2H1&ageFrom=21&ageTo=21,민생경제안정특별위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2A2E0S4I0F5Z1D4P3J9B3W0V8G2H1
2115173,21,소득세법 일부개정법률안,김상훈의원 등 10인,김상훈,"강기윤,박대출,박수영,송석준,송언석,이영,이종성,정우택,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2U2Y0B4W0G8G1F4W5Q6W5A9X1U5W9&ageFrom=21&ageTo=21,기획재정위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2U2Y0B4W0G8G1F4W5Q6W5A9X1U5W9
2115172,21,학교용지 확보 등에 관한 특례법 일부개정법률안,정우택의원 등 10인,정우택,"구자근,김병욱,김학용,신원식,양금희,윤창현,이종성,조경태,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2E2H0W4Y0C4Y1L4O1R6I2X6Y5M6U8&ageFrom=21&ageTo=21,교육위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2E2H0W4Y0C4Y1L4O1R6I2X6Y5M6U8
2115171,21,국적법 일부개정법률안,김석기의원 등 14인,김석기,"구자근,김미애,김병욱,김정재,박성중,박진,정진석,조명희,조은희,지성호,추경호,태영호,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2C2J0W4X0H6Y0A9B5P4V3M9I3O4Y6&ageFrom=21&ageTo=21,법제사법위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2C2J0W4X0H6Y0A9B5P4V3M9I3O4Y6
2115170,21,한국수출입은행법 일부개정법률안,서병수의원 등 13인,서병수,"김도읍,김미애,김영식,백종헌,안병길,이주환,이헌승,전봉민,정동만,조경태,하태경,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2T2E0B4H0I5C1U3J0P6V2N0G6F0P4&ageFrom=21&ageTo=21,기획재정위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2T2E0B4H0I5C1U3J0P6V2N0G6F0P4
2115169,21,영유아보육법 일부개정법률안,최혜영의원 등 10인,최혜영,"강준현,김민기,김민석,김상희,김성주,이수진,이은주,임호선,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2R2Q0Q4B0V7F1Q4I2T2T0R3H2X1B8&ageFrom=21&ageTo=21,보건복지위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2R2Q0Q4B0V7F1Q4I2T2T0R3H2X1B8
2115168,21,수산업·어촌 공익기능 증진을 위한 직접지불제도 운영에 관한 법률 일부개정법률안,정점식의원 등 10인,정점식,"김영식,김용판,김정재,김태호,김태흠,박덕흠,안병길,이채익,조수진",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Y2Z0C4Q0I4K1F4T2C3V2D1G2O2P1&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2Y2Z0C4Q0I4K1F4T2C3V2D1G2O2P1
2115167,21,한국은행법 일부개정법률안,서병수의원 등 12인,서병수,"김도읍,류성걸,박수영,백종헌,안병길,이주환,이헌승,전봉민,정동만,조경태,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2M2H0A4J0W5M1B3H0E8U2N6H7K8F8&ageFrom=21&ageTo=21,기획재정위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2M2H0A4J0W5M1B3H0E8U2N6H7K8F8
2115166,21,정치자금법 일부개정법률안,장경태의원 등 10인,장경태,"김승원,류호정,서영석,신동근,유정주,이용빈,이원택,전용기,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2J2P0E4P0K5Q1C1G2Z6J3L2I1B8R1&ageFrom=21&ageTo=21,행정안전위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2J2P0E4P0K5Q1C1G2Z6J3L2I1B8R1
2115165,21,정치자금법 일부개정법률안,이탄희의원 등 14인,이탄희,"권인숙,김정호,박찬대,송갑석,신영대,양이원영,용혜인,윤영덕,이수진,이은주,조정훈,천준호,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2U2V0E4V0T7Y1S5X1N3M0S6G9J3B7&ageFrom=21&ageTo=21,행정안전위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2U2V0E4V0T7Y1S5X1N3M0S6G9J3B7
2115164,21,대한민국국기법 일부개정법률안,김홍걸의원 등 11인,김홍걸,"김경만,김두관,김병기,김병주,소병철,송기헌,송옥주,양정숙,오영환,조승래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2Q2O0H4F0H4O1R4W5S1C2L3S3O0M5&ageFrom=21&ageTo=21,행정안전위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2Q2O0H4F0H4O1R4W5S1C2L3S3O0M5
2115163,21,재난 및 안전관리 기본법 일부개정법률안,이종성의원 등 10인,이종성,"구자근,김상훈,김승수,김학용,박대수,성일종,이종배,정우택,정운천",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2C2K0K4J0K4P1I0C5Q2T2S4J0A0Y9&ageFrom=21&ageTo=21,행정안전위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2C2K0K4J0K4P1I0C5Q2T2S4J0A0Y9
2115162,21,소방기본법 일부개정법률안,이종성의원등10인,이종성,"구자근,김상훈,김승수,박대수,성일종,이종배,정우택,정운천,정진석",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2O2I0Q4N0R4J1H0T5T3F5Q9C1R0G0&ageFrom=21&ageTo=21,행정안전위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2O2I0Q4N0R4J1H0T5T3F5Q9C1R0G0
2115161,21,개인정보 보호법 일부개정법률안,양경숙의원 등 11인,양경숙,"고용진,김의겸,김정호,안민석,위성곤,윤준병,이동주,이수진,전재수,정일영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2D1S0Z7C0C1U1Z6W2J6I2J2Z9B0B5&ageFrom=21&ageTo=21,정무위원회,2022-04-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2D1S0Z7C0C1U1Z6W2J6I2J2Z9B0B5
2115160,21,소비자기본법 일부개정법률안,조수진의원등11인,조수진,"김선교,김태흠,김학용,박대수,배준영,성일종,윤한홍,이달곤,이종성,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2R2F0T3S2E4D1J4C0D0L5C1B8I7N8&ageFrom=21&ageTo=21,정무위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2R2F0T3S2E4D1J4C0D0L5C1B8I7N8
2115159,21,형사소송법 일부개정법률안,김용민의원등10인,김용민,"김승원,민형배,박상혁,박영순,유정주,윤영덕,이탄희,최강욱,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2B2W0L4G0Z7X1K4P2G0N4G4G3G8V4&ageFrom=21&ageTo=21,법제사법위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2B2W0L4G0Z7X1K4P2G0N4G4G3G8V4
2115158,21,근로자퇴직급여 보장법 일부개정법률안,장철민의원 등 12인,장철민,"김병욱,김주영,송옥주,윤미향,윤준병,이수진,임종성,전용기,정일영,최기상,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2X2D0D4H0G5H1A6B4O5D4G8F7I7A6&ageFrom=21&ageTo=21,환경노동위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2X2D0D4H0G5H1A6B4O5D4G8F7I7A6
2115157,21,기간제 및 단시간근로자 보호 등에 관한 법률 일부개정법률안,전용기의원 등 11인,전용기,"김두관,김영배,박정,서삼석,송갑석,신동근,이상헌,이성만,임종성,정청래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2M2H0B4P0F1W1W3C4H2N3S4U2P7V5&ageFrom=21&ageTo=21,환경노동위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2M2H0B4P0F1W1W3C4H2N3S4U2P7V5
2115156,21,도시 및 주거환경정비법 일부개정법률안,이달곤의원 등 10인,이달곤,"권명호,김승수,김예지,김용판,김학용,박대수,윤영석,최형두,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2M2U0M3W3I1J1A2O4M0T4J2A2M8D3&ageFrom=21&ageTo=21,국토교통위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2M2U0M3W3I1J1A2O4M0T4J2A2M8D3
2115155,21,자동차관리법 일부개정법률안,박상혁의원 등 13인,박상혁,"김정호,민형배,서삼석,송재호,신동근,안호영,어기구,윤후덕,임호선,정성호,최기상,최인호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2J2Z0L2S2Y5X0A9U2X7J1S1T8S7J6&ageFrom=21&ageTo=21,국토교통위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2J2Z0L2S2Y5X0A9U2X7J1S1T8S7J6
2115154,21,공직선거법 일부개정법률안,황보승희의원 등 12인,황보승희,"구자근,김도읍,박대수,박진,백종헌,서병수,송석준,유경준,전봉민,정동만,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2L2K0A4B0K7S1S1Q3G4W4T2L8I4J4&ageFrom=21&ageTo=21,정치개혁 특별위원회,2022-04-07,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2L2K0A4B0K7S1S1Q3G4W4T2L8I4J4
2115153,21,공직선거법 일부개정법률안,황보승희의원 등 13인,황보승희,"구자근,김도읍,박대수,박진,백종헌,서병수,송석준,유경준,전봉민,정동만,정우택,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2B2I0R4S0M5L1V8A0M0G5I4M5R9X9&ageFrom=21&ageTo=21,행정안전위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2B2I0R4S0M5L1V8A0M0G5I4M5R9X9
2115152,21,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안,김도읍의원 등 11인,김도읍,"구자근,권명호,김상훈,김성원,김태흠,신원식,양금희,정동만,추경호,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2L2Z0E3B1A4W1R5X3V1V1P7D2P3B6&ageFrom=21&ageTo=21,국토교통위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2L2Z0E3B1A4W1R5X3V1V1P7D2P3B6
2115151,21,수의사법 일부개정법률안,김도읍의원 등 10인,김도읍,"구자근,권명호,김성원,김승수,김태흠,양금희,정동만,추경호,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2Z2W0Y3H1W4M1M5Z3S6T3H2E1Q9M7&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2Z2W0Y3H1W4M1M5Z3S6T3H2E1Q9M7
2115150,21,통신비밀보호법 일부개정법률안,김도읍의원 등 11인,김도읍,"구자근,권명호,김상훈,김성원,김태흠,신원식,양금희,정동만,추경호,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2L2B0U3D1G4K1F5F3K8G3B9E3I9G8&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2L2B0U3D1G4K1F5F3K8G3B9E3I9G8
2115149,21,국민기초생활 보장법 일부개정법률안,김도읍의원 등 11인,김도읍,"구자근,권명호,김상훈,김성원,김태흠,신원식,양금희,정동만,추경호,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2G2G0U3W1L4T1D5P3A4S4N4B5Y5C3&ageFrom=21&ageTo=21,보건복지위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2G2G0U3W1L4T1D5P3A4S4N4B5Y5C3
2115148,21,국회법 일부개정법률안,김영주의원 등 12인,김영주,"김경만,김병기,김진표,김홍걸,노웅래,신정훈,윤재갑,이용우,정태호,정필모,천준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2O2F0L4L0K6I0I9J0N9I2G4W4F3Y8&ageFrom=21&ageTo=21,국회운영위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2O2F0L4L0K6I0I9J0N9I2G4W4F3Y8
2115147,21,국회에서의 증언·감정 등에 관한 법률 일부개정법률안,김영주의원 등 13인,김영주,"김경만,김병기,김진표,김홍걸,노웅래,맹성규,신정훈,윤재갑,이용우,정태호,정필모,천준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2A2R0R4N0B6J0P9H2D1G4V9S1Z2N0&ageFrom=21&ageTo=21,국회운영위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2A2R0R4N0B6J0P9H2D1G4V9S1Z2N0
2115146,21,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,김영배의원 등 10인,김영배,"민형배,박광온,박성준,설훈,오영환,유정주,이병훈,이장섭,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2B2X0G1E2V7O1O4V0X2V3X8D0H4Y1&ageFrom=21&ageTo=21,법제사법위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2B2X0G1E2V7O1O4V0X2V3X8D0H4Y1
2115145,21,환경영향평가법 일부개정법률안,태영호의원 등 10인,태영호,"김도읍,김미애,김병욱,김석기,김선교,김예지,유경준,정우택,조태용",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2N2L0I3U3Y1U0B9A5N3N3C1P0Q6V9&ageFrom=21&ageTo=21,환경노동위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2N2L0I3U3Y1U0B9A5N3N3C1P0Q6V9
2115143,21,기부금품의 모집 및 사용에 관한 법률 일부개정법률안,강득구의원 등 12인,강득구,"강민정,김정호,김진표,김철민,박영순,양경숙,윤영덕,이용빈,이원욱,정청래,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2M1B1I2R1M3G0U9S2T3W4M9Z1U8J3&ageFrom=21&ageTo=21,행정안전위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2M1B1I2R1M3G0U9S2T3W4M9Z1U8J3
2115142,21,학교폭력예방 및 대책에 관한 법률 일부개정법률안,강득구의원 등 10인,강득구,"김정호,김진표,김철민,박영순,윤영덕,이용빈,이원욱,정청래,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2X2V0D3C1P6K0B9M1M4R5M0Z8U4S7&ageFrom=21&ageTo=21,교육위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2X2V0D3C1P6K0B9M1M4R5M0Z8U4S7
2115140,21,대도시권 광역교통 관리에 관한 특별법 일부개정법률안,송석준의원등10인,송석준,"김상훈,김선교,김학용,박성민,소병훈,유경준,임종성,정우택,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2K2X0B3Y3E0X1D3C1X2U2U9G2D4G2&ageFrom=21&ageTo=21,국토교통위원회,2022-04-07,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2K2X0B3Y3E0X1D3C1X2U2U9G2D4G2
2115139,21,채용절차의 공정화에 관한 법률 일부개정법률안,윤준병의원 등 13인,윤준병,"김성주,김성환,김철민,민형배,박영순,안호영,양정숙,오영환,이수진,장철민,홍기원,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2S2Q0O2Y0P8N1Q1K2S8K1M1I1V0K4&ageFrom=21&ageTo=21,환경노동위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2S2Q0O2Y0P8N1Q1K2S8K1M1I1V0K4
2115138,21,농업협동조합법 일부개정법률안,이만희의원 등 12인,이만희,"구자근,권성동,김석기,김승수,양금희,윤두현,이명수,이양수,조명희,한무경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2G2Y0F4T0N7R1S0A3F2I0D7A1U1R7&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2G2Y0F4T0N7R1S0A3F2I0D7A1U1R7
2115137,21,장애인복지법 일부개정법률안,정우택의원 등 11인,정우택,"구자근,김상훈,김학용,송석준,신원식,윤영석,윤창현,이종배,이종성,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2O2Y0B4Q0K1L1Z7N2K8Z1C9A4N7X3&ageFrom=21&ageTo=21,보건복지위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2O2Y0B4Q0K1L1Z7N2K8Z1C9A4N7X3
2115136,21,형법 일부개정법률안,김회재의원 등 12인,김회재,"김경만,김민철,김병주,김영주,신현영,양정숙,이성만,이용빈,이형석,홍기원,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2W2Y0K3B1A8E0R9U1S7E0Y4K7H8V2&ageFrom=21&ageTo=21,법제사법위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2W2Y0K3B1A8E0R9U1S7E0Y4K7H8V2
2115135,21,소년법 일부개정법률안,김회재의원등11인,김회재,"김경만,김민철,김병주,김영주,신현영,양정숙,이성만,이용빈,이형석,홍기원",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2Y2S0Z3L1T8X0F9A1J8S1N0O8E6L3&ageFrom=21&ageTo=21,법제사법위원회,2022-04-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2Y2S0Z3L1T8X0F9A1J8S1N0O8E6L3
2115134,21,소방의 조직 및 운영에 관한 법률안,김용판의원 등 12인,김용판,"김성원,김영식,김예지,박대수,박덕흠,박성민,유경준,이종성,이주환,최춘식,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2N2P0K3O2V9G1U3K5I4E5Z9M2Q1H6&ageFrom=21&ageTo=21,행정안전위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2N2P0K3O2V9G1U3K5I4E5Z9M2Q1H6
2115133,21,보호관찰 등에 관한 법률 일부개정법률안,홍정민의원 등 11인,홍정민,"강득구,고용진,김승남,민형배,신정훈,오영환,유정주,이수진,이원욱,정청래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2Y2F0B1W2Z1N1W0O3O7R5S7R8I4D6&ageFrom=21&ageTo=21,법제사법위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2Y2F0B1W2Z1N1W0O3O7R5S7R8I4D6
2115132,21,형사소송법 일부개정법률안,홍정민의원 등 10인,홍정민,"강득구,김승남,민형배,신정훈,오영환,유정주,이수진,이원욱,정청래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2I2W0C1Q2X1M0X9R3D1L3D7O2Q2Q8&ageFrom=21&ageTo=21,법제사법위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2I2W0C1Q2X1M0X9R3D1L3D7O2Q2Q8
2115131,21,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,홍정민의원 등 11인,홍정민,"강득구,고용진,김승남,민형배,신정훈,오영환,유정주,이수진,이원욱,정청래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2T2G0Q1K2A1D1L0H3L4S5B0B2N1Z8&ageFrom=21&ageTo=21,법제사법위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2T2G0Q1K2A1D1L0H3L4S5B0B2N1Z8
2115130,21,형법 일부개정법률안,홍정민의원 등 10인,홍정민,"강득구,김승남,민형배,신정훈,오영환,유정주,이수진,이원욱,정청래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2M2Q0M1A2S1I0U9N3Y0S2V8N5I4Q5&ageFrom=21&ageTo=21,법제사법위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2M2Q0M1A2S1I0U9N3Y0S2V8N5I4Q5
2115129,21,아동·청소년의 성보호에 관한 법률 일부개정법률안,홍정민의원 등 11인,홍정민,"강득구,고용진,김승남,민형배,신정훈,오영환,유정주,이수진,이원욱,정청래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2T2V0D1A2M1J1G0B3O6D2H0J1W4E8&ageFrom=21&ageTo=21,여성가족위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2T2V0D1A2M1J1G0B3O6D2H0J1W4E8
2115128,21,국회에서의 증언·감정 등에 관한 법률 일부개정법률안,김병기의원 등 11인,김병기,"김병욱,김성환,김영주,김정호,김홍걸,문진석,박완주,오영환,용혜인,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2Q2C0V3R2W9E1J6G5Q9S1U2Y8B2E2&ageFrom=21&ageTo=21,국회운영위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2Q2C0V3R2W9E1J6G5Q9S1U2Y8B2E2
2115127,21,조세특례제한법 일부개정법률안,김용판의원 등 13인,김용판,"김상훈,김성원,김예지,김형동,박대수,박덕흠,박성민,엄태영,이종성,이주환,최춘식,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2A2Y0Q3V2N9P1D3J5R2Q1V1D2A2I1&ageFrom=21&ageTo=21,기획재정위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2A2Y0Q3V2N9P1D3J5R2Q1V1D2A2I1
